IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
83,1,No,2,2,3,Not Placed,97.7
121,7,Yes,2,4,5,Not Placed,57.8
114,10,No,3,7,5,Not Placed,59.5
104,7,No,1,8,5,Placed,90.4
126,9,Yes,5,9,3,Placed,63
105,5,Yes,4,5,0,Not Placed,90
105,4,Yes,9,9,4,Not Placed,63.6
99,5,No,9,9,5,Not Placed,51.7
118,8,No,1,3,3,Placed,75.9
116,8,Yes,9,7,2,Not Placed,59.8
90,4,No,1,8,0,Not Placed,87.9
80,8,Yes,1,1,0,Not Placed,82.1
96,4,No,3,10,0,Not Placed,96.2
87,4,Yes,2,5,5,Not Placed,89.1
99,8,Yes,8,1,1,Not Placed,59
118,2,No,4,3,3,Placed,90
93,4,No,0,2,5,Not Placed,82.1
99,1,No,1,2,4,Not Placed,83.4
100,1,No,6,4,4,Not Placed,91.6
112,8,No,7,5,1,Not Placed,78.7
66,4,No,5,1,5,Not Placed,73.3
90,6,Yes,6,6,2,Not Placed,81.8
103,5,No,1,5,3,Not Placed,64.9
118,10,Yes,5,4,0,Not Placed,59.1
92,6,Yes,5,6,1,Not Placed,80.8
71,4,No,3,2,1,Not Placed,61.7
109,4,No,10,8,3,Not Placed,54
90,7,No,3,6,4,Not Placed,50
82,1,No,1,3,5,Not Placed,80.4
90,9,Yes,2,4,3,Not Placed,68.1
97,10,No,9,2,4,Not Placed,87.6
90,3,No,5,4,3,Not Placed,68.8
66,4,No,3,9,4,Not Placed,74.3
113,9,No,2,4,5,Not Placed,70.4
119,5,No,0,8,1,Placed,82.5
109,4,No,10,3,4,Not Placed,67.8
82,6,Yes,10,5,3,Not Placed,98.2
96,1,No,10,2,2,Not Placed,96.8
99,10,No,2,9,3,Placed,92.4
108,1,No,0,9,1,Not Placed,96
110,5,Yes,3,10,4,Not Placed,72.5
88,5,No,3,7,4,Not Placed,76.8
101,9,No,10,2,4,Not Placed,87.1
106,1,No,0,4,1,Not Placed,84.8
121,3,No,6,6,5,Placed,94.5
110,3,No,4,9,3,Placed,85.8
111,4,No,0,6,4,Placed,99.9
101,7,Yes,4,4,2,Not Placed,67.4
121,7,Yes,6,1,5,Placed,91.6
106,10,No,5,7,2,Not Placed,84.9
87,5,Yes,9,7,0,Not Placed,84.6
121,9,No,4,6,2,Not Placed,66.3
110,7,Yes,7,3,0,Not Placed,89.3
93,2,Yes,8,5,4,Not Placed,95
92,3,Yes,0,7,1,Not Placed,60.9
104,7,No,5,6,1,Not Placed,81.3
106,5,No,1,7,1,Not Placed,69.6
102,7,No,7,5,4,Not Placed,99.5
104,9,No,4,1,4,Not Placed,73.9
125,9,No,0,10,3,Placed,61.4
116,3,Yes,4,5,5,Not Placed,69.1
102,8,Yes,9,2,2,Not Placed,82.7
114,6,No,4,10,4,Placed,53.8
84,4,No,1,10,2,Placed,80.2
105,4,No,3,2,1,Not Placed,96.6
127,4,No,5,4,2,Placed,92.5
96,7,Yes,0,6,3,Not Placed,53.4
87,6,Yes,10,5,1,Not Placed,99.7
90,2,No,8,7,2,Not Placed,84.9
83,5,Yes,6,10,3,Not Placed,58.1
88,5,Yes,5,8,5,Not Placed,50.6
94,6,Yes,0,10,2,Not Placed,58.6
78,7,No,7,1,3,Not Placed,91.9
100,8,Yes,7,8,2,Not Placed,51.1
113,10,Yes,3,3,1,Not Placed,61.7
86,8,No,3,10,1,Not Placed,87.9
122,5,Yes,0,10,0,Not Placed,79.3
107,2,Yes,8,2,3,Not Placed,89.1
115,10,Yes,7,2,2,Placed,87.3
90,8,Yes,9,5,5,Not Placed,52.5
112,6,No,6,2,2,Placed,94.6
83,3,Yes,1,4,2,Not Placed,61.4
113,4,No,6,3,4,Not Placed,77.7
102,1,Yes,3,8,3,Not Placed,82.2
108,3,No,2,9,2,Not Placed,58.4
82,4,No,10,6,0,Not Placed,98.8
86,2,No,9,4,1,Not Placed,74.4
108,6,No,3,2,4,Not Placed,52.9
85,8,Yes,9,8,4,Placed,96.9
106,6,No,5,3,1,Not Placed,79.3
79,10,No,6,2,5,Not Placed,85
112,3,No,1,4,5,Not Placed,76.3
81,9,Yes,6,2,4,Not Placed,91.7
108,4,Yes,9,3,0,Not Placed,51.7
109,6,No,1,9,0,Not Placed,63.4
89,4,No,10,7,1,Not Placed,73.5
108,4,No,1,1,3,Not Placed,53.8
103,2,No,0,10,5,Placed,85.3
91,10,Yes,10,5,4,Not Placed,69.7
84,2,No,6,5,2,Not Placed,63.6
70,2,No,0,9,5,Not Placed,50.2
105,2,No,2,1,2,Not Placed,86
76,8,Yes,10,1,0,Not Placed,91.7
101,10,No,7,10,3,Not Placed,69.8
96,4,Yes,0,7,3,Not Placed,78.2
110,4,No,5,7,5,Not Placed,61.4
95,10,No,1,8,4,Not Placed,81.1
95,10,No,8,4,5,Not Placed,50.6
110,3,No,1,7,4,Not Placed,74.4
105,5,No,5,6,1,Not Placed,82.2
104,4,No,3,1,0,Not Placed,95.9
107,7,Yes,8,2,1,Not Placed,69.1
76,10,No,0,8,1,Not Placed,88.3
111,7,No,0,6,3,Not Placed,79.9
109,6,Yes,9,7,4,Not Placed,96.4
84,7,No,2,8,2,Not Placed,69.9
96,7,Yes,10,5,1,Not Placed,66
99,8,Yes,5,5,0,Not Placed,94.4
97,1,Yes,2,2,1,Not Placed,52.5
105,3,No,6,4,2,Not Placed,56.8
121,3,No,8,2,2,Not Placed,54.1
116,5,No,9,7,0,Not Placed,92.2
80,10,Yes,1,9,5,Not Placed,50.5
109,7,Yes,3,2,2,Not Placed,93.1
119,10,No,2,4,2,Not Placed,72.6
105,6,Yes,5,8,5,Not Placed,50.2
116,4,No,4,9,2,Placed,70.1
130,6,No,2,4,1,Not Placed,59.3
115,7,No,8,8,0,Placed,81.2
103,4,No,7,7,1,Not Placed,84
115,8,Yes,2,5,5,Not Placed,74.4
102,5,No,9,4,0,Not Placed,52
100,3,Yes,4,6,2,Not Placed,82.8
94,2,No,4,6,2,Not Placed,92.1
123,1,No,4,2,4,Placed,86
87,4,No,7,3,2,Not Placed,91.5
122,2,Yes,2,6,0,Not Placed,60
107,3,No,2,4,3,Not Placed,94.4
79,1,No,7,3,0,Not Placed,66.1
105,6,No,8,4,2,Not Placed,50.7
68,4,No,4,6,2,Not Placed,92.2
109,5,No,9,3,3,Not Placed,97.1
113,8,No,7,1,2,Placed,82.8
91,4,No,4,6,4,Not Placed,61.6
101,6,No,3,2,3,Not Placed,62.6
129,3,No,1,9,1,Not Placed,73.3
92,8,No,10,6,5,Not Placed,94.9
84,3,Yes,3,1,4,Not Placed,57.5
122,7,No,1,4,0,Not Placed,91.3
129,7,No,6,5,5,Not Placed,64.6
100,3,Yes,6,8,5,Placed,90.4
115,3,Yes,8,3,4,Placed,96
120,10,No,3,9,4,Placed,71.4
88,10,No,4,9,2,Not Placed,68.3
92,8,Yes,10,10,1,Not Placed,90.1
118,3,No,3,5,3,Placed,76.5
125,2,No,3,4,5,Placed,84.2
108,5,Yes,4,7,4,Not Placed,81.1
86,7,Yes,2,9,5,Not Placed,57.6
129,8,No,8,6,2,Placed,92.2
92,1,Yes,6,7,4,Not Placed,59.8
94,2,Yes,0,1,1,Not Placed,96.6
105,7,Yes,0,4,3,Not Placed,62.5
123,9,Yes,0,2,2,Placed,86.7
112,3,Yes,2,1,4,Not Placed,64.2
106,8,Yes,8,7,1,Not Placed,65.9
106,10,No,7,10,0,Not Placed,65.5
100,3,No,8,4,0,Not Placed,87.4
108,4,Yes,4,2,1,Not Placed,77.8
62,2,No,6,5,5,Not Placed,94.1
95,9,Yes,9,7,3,Not Placed,65.4
103,5,No,8,2,4,Not Placed,84.6
82,5,Yes,4,7,4,Not Placed,87.6
105,4,No,7,3,1,Not Placed,57.6
96,5,Yes,7,8,4,Not Placed,70
126,1,No,2,7,3,Not Placed,74.1
123,10,Yes,4,1,1,Not Placed,67.8
93,10,Yes,7,9,5,Not Placed,66.1
97,6,No,9,6,0,Not Placed,84.3
98,4,No,2,4,0,Not Placed,60.8
93,4,No,2,6,2,Not Placed,85.5
102,5,No,5,2,5,Not Placed,96.8
88,1,Yes,6,2,5,Not Placed,78.3
83,4,No,6,8,0,Not Placed,80.6
109,10,No,5,10,4,Not Placed,53.4
109,3,Yes,6,5,3,Not Placed,93.2
87,5,No,6,7,3,Not Placed,64.3
113,10,No,3,1,2,Not Placed,80.8
90,5,Yes,7,6,5,Not Placed,99
103,8,Yes,7,10,4,Not Placed,79.8
112,1,Yes,1,7,5,Placed,86.2
99,3,No,9,10,1,Not Placed,72.3
106,5,No,4,7,2,Not Placed,53
92,3,No,1,10,4,Placed,89.9
97,6,No,2,3,1,Not Placed,51.7
96,10,Yes,2,9,0,Not Placed,85
88,3,Yes,4,9,0,Not Placed,51.1
97,6,No,7,5,1,Not Placed,93.1
76,8,No,2,9,2,Not Placed,57.9
92,4,Yes,6,7,1,Not Placed,75.7
95,8,Yes,4,7,5,Not Placed,79.9
96,7,Yes,9,9,4,Not Placed,72.9
96,4,Yes,9,2,5,Not Placed,67
99,3,Yes,9,10,5,Not Placed,73.4
107,5,Yes,3,5,1,Not Placed,65.6
113,5,Yes,1,8,4,Placed,71.9
90,7,No,5,8,4,Not Placed,67.9
81,1,No,3,3,0,Not Placed,78.3
84,9,No,3,5,4,Not Placed,61.9
92,2,No,4,4,3,Not Placed,99.4
94,9,No,8,4,5,Not Placed,75
88,9,No,0,2,0,Not Placed,59.7
80,3,Yes,4,6,5,Not Placed,73.9
93,7,No,4,1,0,Not Placed,93.3
102,3,Yes,1,8,1,Not Placed,51.1
108,8,Yes,2,10,4,Placed,84
91,8,No,3,9,5,Placed,77.4
93,3,Yes,0,5,1,Not Placed,58.5
86,5,No,9,6,4,Not Placed,90.9
99,7,No,2,1,0,Not Placed,68.4
87,1,Yes,0,6,3,Not Placed,64.7
108,3,Yes,0,1,5,Not Placed,91.4
73,1,Yes,8,5,0,Not Placed,81.9
94,2,No,3,9,2,Placed,94.9
104,7,Yes,3,5,1,Not Placed,81.5
102,7,No,3,3,3,Not Placed,87
140,3,Yes,10,4,1,Not Placed,91.8
105,6,Yes,8,3,4,Not Placed,52.7
84,6,No,10,4,1,Not Placed,88.8
98,2,No,7,10,0,Not Placed,80.7
73,9,No,3,6,0,Not Placed,53.5
98,8,No,5,3,1,Not Placed,75.4
87,2,No,1,5,4,Not Placed,54.1
113,4,No,5,7,4,Placed,86.8
91,9,No,0,1,3,Not Placed,77.3
98,4,No,4,3,0,Not Placed,97.7
90,7,No,7,6,1,Not Placed,59.2
126,5,No,0,10,3,Placed,80.3
95,10,Yes,10,2,2,Not Placed,60.6
127,6,No,1,8,3,Placed,80.7
112,1,Yes,2,7,5,Placed,86.1
107,4,Yes,6,2,2,Not Placed,86.1
105,5,No,7,5,2,Not Placed,90.8
105,6,Yes,3,4,3,Not Placed,92.7
71,6,No,7,2,0,Not Placed,53.9
95,5,Yes,0,4,3,Not Placed,67.2
112,3,No,2,9,3,Placed,84.4
99,2,No,3,10,5,Not Placed,74.9
78,7,No,4,2,0,Not Placed,59.5
99,1,No,10,10,0,Not Placed,77.6
125,5,Yes,8,10,5,Placed,70.4
118,4,No,1,6,0,Not Placed,69.5
99,7,Yes,6,4,0,Not Placed,90.5
114,2,Yes,2,8,5,Placed,70.4
94,8,No,9,4,0,Not Placed,51.3
74,9,No,1,9,5,Not Placed,52.9
86,10,Yes,8,10,0,Not Placed,92.8
123,1,No,2,3,3,Placed,98
95,5,No,7,7,5,Not Placed,84.4
96,4,No,0,5,1,Not Placed,68.2
95,5,Yes,4,1,1,Not Placed,96.9
128,9,No,4,3,1,Not Placed,83.1
124,3,No,5,9,3,Placed,92.2
133,1,Yes,6,9,0,Placed,88.3
97,3,Yes,2,5,2,Not Placed,69
104,4,No,4,5,0,Not Placed,73.9
77,2,No,7,4,4,Not Placed,59.3
122,1,No,5,4,0,Not Placed,64.6
82,1,No,1,4,5,Not Placed,88.9
103,8,No,6,2,5,Not Placed,94.7
83,4,No,2,7,1,Not Placed,86.2
91,2,No,9,3,0,Not Placed,73.3
87,10,Yes,8,1,0,Not Placed,54.3
90,3,Yes,3,10,5,Not Placed,52.8
91,8,No,10,3,4,Not Placed,68.7
91,6,No,3,9,2,Not Placed,73.2
112,8,No,3,9,2,Placed,80.5
83,10,No,9,10,1,Not Placed,50.3
103,5,Yes,9,7,5,Not Placed,99.5
118,3,Yes,7,1,2,Not Placed,68.2
92,6,No,0,6,1,Not Placed,92.4
89,10,Yes,2,10,3,Placed,76.7
96,8,No,7,1,4,Not Placed,56.5
117,5,No,6,2,0,Not Placed,89.9
102,5,Yes,5,3,4,Not Placed,85.5
92,3,Yes,6,6,2,Not Placed,76.4
107,3,No,0,7,5,Not Placed,75.7
83,8,Yes,7,8,0,Not Placed,54.4
110,1,No,3,9,4,Placed,82.8
106,4,No,0,7,4,Not Placed,95.6
95,9,Yes,3,6,5,Not Placed,54.7
87,6,No,1,5,5,Not Placed,63.2
86,6,No,4,10,1,Not Placed,95.1
108,10,No,0,2,5,Not Placed,64.2
118,7,No,0,8,5,Placed,82.7
90,7,Yes,4,5,5,Not Placed,76.7
106,6,No,1,10,3,Not Placed,79.8
68,9,Yes,8,2,4,Not Placed,70.8
91,8,No,9,3,5,Not Placed,65
99,8,Yes,6,10,0,Not Placed,52.4
86,2,Yes,3,10,3,Placed,87.2
85,7,No,6,7,3,Not Placed,87.3
89,1,Yes,7,10,5,Placed,83.5
104,10,No,7,8,0,Not Placed,82.2
97,8,No,7,5,3,Not Placed,62.2
66,3,No,4,10,2,Not Placed,51.1
68,9,No,6,8,3,Placed,90.4
90,5,Yes,10,10,1,Not Placed,74.6
106,7,No,6,10,3,Not Placed,65.3
58,7,No,1,6,4,Not Placed,55.1
92,9,Yes,2,2,5,Not Placed,53.1
92,2,Yes,10,2,3,Not Placed,67.4
120,4,No,1,8,1,Placed,90.2
94,8,Yes,2,4,1,Not Placed,95.9
105,5,No,8,8,5,Placed,94.8
102,5,Yes,6,9,3,Placed,96
68,3,No,3,6,2,Not Placed,95.4
111,5,Yes,7,9,3,Placed,76.4
103,7,No,6,6,0,Not Placed,61
107,4,Yes,9,3,1,Not Placed,89.9
158,8,No,5,8,3,Placed,60.7
68,6,Yes,3,1,2,Not Placed,63.4
125,6,No,4,6,2,Not Placed,61.7
95,6,Yes,9,3,2,Not Placed,75.7
104,4,No,7,10,4,Not Placed,66.1
99,3,No,2,10,4,Not Placed,57.7
93,10,Yes,10,3,4,Not Placed,72.7
91,6,Yes,2,9,5,Placed,93.7
104,6,No,4,7,0,Not Placed,78.5
77,2,Yes,8,2,0,Not Placed,93.9
111,10,No,4,6,5,Not Placed,59.8
93,9,No,0,4,3,Not Placed,58.3
83,4,Yes,4,10,4,Not Placed,78.8
93,4,No,8,7,4,Not Placed,73.2
118,10,Yes,6,4,0,Not Placed,83
91,8,No,8,7,2,Not Placed,89.7
105,3,No,9,6,2,Not Placed,87.6
89,10,Yes,9,8,5,Placed,97.1
111,7,Yes,4,7,5,Not Placed,69.9
110,7,No,2,9,5,Not Placed,60.3
127,2,No,1,4,1,Not Placed,77.5
97,3,Yes,8,9,5,Not Placed,55.5
110,4,Yes,4,5,3,Not Placed,64.4
101,2,Yes,10,9,3,Not Placed,60.4
119,9,No,0,4,4,Not Placed,69.8
89,10,Yes,1,3,0,Not Placed,55.6
111,6,No,1,7,3,Not Placed,51.6
97,1,Yes,3,4,2,Not Placed,82.8
99,1,No,5,5,0,Not Placed,80.5
101,8,Yes,7,3,4,Not Placed,85.4
103,6,Yes,2,6,5,Not Placed,83
98,10,No,9,4,4,Not Placed,55.7
103,7,Yes,9,1,3,Not Placed,64.6
123,6,Yes,5,2,3,Not Placed,56.5
114,2,No,3,8,5,Placed,92.1
113,3,Yes,7,4,1,Not Placed,87.3
93,8,Yes,8,10,5,Not Placed,60.1
86,4,Yes,8,2,5,Not Placed,67.1
114,8,No,5,4,3,Placed,98.3
113,3,Yes,1,7,3,Placed,79.7
122,2,Yes,1,2,2,Placed,90.1
90,7,Yes,9,6,2,Not Placed,63.2
96,1,No,8,1,0,Not Placed,60.5
75,3,No,4,3,3,Not Placed,89.2
94,2,No,6,9,3,Placed,84.3
114,5,No,5,5,4,Placed,84
93,2,No,8,8,2,Placed,77.6
109,10,No,4,1,4,Not Placed,78.2
97,5,No,7,4,3,Not Placed,86.8
104,3,Yes,3,3,2,Not Placed,63.5
82,9,Yes,6,10,3,Not Placed,67.6
101,10,No,8,9,1,Not Placed,93.6
55,9,Yes,1,7,5,Not Placed,65.4
97,8,No,8,3,4,Not Placed,77.3
75,5,No,7,1,2,Not Placed,85.1
118,10,Yes,9,5,2,Placed,100
111,7,No,0,10,3,Placed,71.8
107,2,No,9,3,3,Not Placed,71.4
122,3,Yes,6,2,0,Not Placed,92.1
85,2,No,4,3,0,Not Placed,90.3
126,10,No,4,5,4,Placed,86.6
113,1,No,6,5,2,Not Placed,73.2
96,3,No,10,10,3,Not Placed,66.2
117,4,No,9,8,4,Placed,80.4
83,9,No,3,4,2,Not Placed,93.8
87,2,No,0,2,3,Not Placed,94.2
90,9,Yes,5,8,0,Not Placed,55.4
92,1,Yes,0,8,2,Not Placed,71.4
84,9,No,10,10,3,Not Placed,73.2
118,6,No,0,8,4,Placed,98.9
96,8,No,7,1,4,Not Placed,83.9
105,3,No,3,9,1,Not Placed,70.4
91,8,No,4,4,2,Not Placed,51.3
72,9,Yes,9,4,4,Not Placed,78.3
104,7,No,9,8,2,Not Placed,54.8
71,4,No,0,8,4,Placed,91.7
98,6,Yes,9,6,2,Not Placed,87.6
79,6,Yes,6,4,2,Not Placed,73
129,2,No,10,3,2,Not Placed,71.5
113,2,Yes,1,5,1,Not Placed,94.9
101,5,No,5,8,0,Not Placed,64.4
118,1,No,8,7,5,Not Placed,62.5
87,5,Yes,1,8,2,Placed,97
108,10,Yes,5,1,0,Not Placed,90.5
102,3,No,4,4,5,Not Placed,91
103,3,Yes,1,9,0,Not Placed,59.8
119,8,Yes,8,6,0,Not Placed,57.2
110,3,Yes,1,10,4,Not Placed,51.3
104,3,Yes,0,8,3,Not Placed,61.9
75,1,No,8,8,5,Placed,88.7
85,8,No,8,5,0,Not Placed,62
98,10,Yes,8,8,2,Placed,86.5
101,10,No,7,4,3,Not Placed,62.6
83,6,Yes,3,6,4,Not Placed,69.8
136,8,No,8,7,1,Not Placed,99.2
122,3,No,1,6,0,Not Placed,62.2
109,6,Yes,0,6,0,Not Placed,68.8
101,2,Yes,9,8,4,Not Placed,65.1
96,3,No,6,5,2,Not Placed,55.5
85,4,No,5,8,5,Not Placed,74.5
101,9,No,2,9,5,Not Placed,68.9
103,4,No,1,4,5,Not Placed,84.7
81,7,No,7,3,2,Not Placed,90.9
105,8,Yes,3,5,3,Not Placed,77.2
97,5,No,5,10,3,Not Placed,51.6
71,2,No,3,10,2,Placed,80.9
87,8,No,10,5,1,Not Placed,52.8
93,5,Yes,8,7,2,Not Placed,80.8
128,5,No,4,3,1,Not Placed,84.3
108,7,No,5,10,4,Not Placed,59.9
79,6,No,8,9,5,Placed,91
107,3,No,5,6,1,Not Placed,95.6
76,7,No,1,10,5,Placed,90.7
116,1,No,10,9,4,Placed,65.3
92,4,Yes,0,1,5,Not Placed,79.3
98,4,No,8,2,5,Not Placed,95.7
119,6,No,1,10,0,Not Placed,66
80,6,No,1,2,2,Not Placed,91
79,10,Yes,3,8,3,Not Placed,50.5
91,8,Yes,9,4,0,Not Placed,50.2
115,1,No,9,7,3,Placed,88
77,7,No,2,4,1,Not Placed,88.1
57,4,No,6,4,2,Not Placed,89.4
93,6,No,6,8,2,Placed,96.5
108,10,Yes,2,10,2,Not Placed,55.9
118,9,No,2,4,0,Not Placed,61.6
93,3,No,8,3,4,Not Placed,95.2
93,8,No,6,10,1,Not Placed,58.9
117,3,Yes,2,9,0,Placed,84.1
71,6,No,2,3,0,Not Placed,76.5
94,2,Yes,2,5,4,Not Placed,54.2
102,9,Yes,8,1,3,Not Placed,64.3
106,2,No,7,9,3,Not Placed,76
92,5,No,6,6,2,Not Placed,92.6
100,6,No,7,5,0,Not Placed,85.4
62,4,No,0,4,4,Not Placed,81.1
90,7,No,8,8,4,Not Placed,74.8
106,7,Yes,4,2,3,Not Placed,64.9
85,7,No,4,10,4,Not Placed,56
100,7,Yes,4,5,3,Not Placed,70.5
106,10,Yes,8,8,3,Not Placed,51.4
94,10,Yes,4,1,5,Not Placed,60.6
102,9,No,1,3,0,Not Placed,71.6
85,2,Yes,5,7,5,Not Placed,70.9
96,5,Yes,6,10,1,Not Placed,52.2
109,10,No,10,5,5,Not Placed,79.5
102,9,Yes,6,10,2,Not Placed,77.5
91,2,Yes,6,9,1,Not Placed,53.9
103,3,Yes,10,1,4,Not Placed,97.2
110,7,No,1,7,5,Not Placed,55
69,9,No,5,10,1,Not Placed,92.7
117,3,Yes,8,6,1,Not Placed,50
94,10,No,0,10,3,Placed,94.1
106,8,No,2,4,0,Not Placed,51
117,8,Yes,5,10,4,Placed,87.9
79,4,No,6,10,2,Not Placed,68.1
89,6,No,1,6,3,Not Placed,86.9
95,8,Yes,9,10,2,Not Placed,70.1
88,9,Yes,7,9,0,Not Placed,53.5
126,2,No,10,9,1,Placed,88.4
87,1,Yes,5,2,5,Not Placed,53.6
91,5,Yes,8,9,1,Not Placed,96.1
103,10,No,8,2,0,Not Placed,52.5
81,3,Yes,8,6,4,Not Placed,74
94,6,No,8,7,3,Not Placed,86.2
104,1,Yes,1,9,1,Not Placed,69.7
95,4,Yes,9,6,5,Not Placed,60.9
98,6,No,9,8,0,Not Placed,88
92,2,No,6,10,3,Placed,89.2
77,8,No,4,3,3,Not Placed,96.1
104,4,No,8,10,0,Not Placed,68.8
126,2,No,0,6,1,Not Placed,75.3
100,1,No,9,2,4,Not Placed,68.2
103,8,No,6,1,1,Not Placed,62.9
110,10,Yes,9,6,1,Not Placed,87.6
80,1,No,4,3,1,Not Placed,67
125,7,No,10,5,5,Not Placed,71.4
103,7,Yes,8,6,1,Not Placed,70.2
124,6,Yes,6,10,5,Placed,85.6
89,8,No,3,6,5,Not Placed,95.9
127,10,No,10,10,2,Placed,83.3
111,1,Yes,7,7,0,Not Placed,73.6
108,1,No,8,7,4,Not Placed,89
103,1,No,8,6,5,Not Placed,82
96,6,Yes,9,1,4,Not Placed,53
118,7,Yes,3,8,2,Placed,54.8
102,10,No,5,10,4,Not Placed,51.9
70,9,Yes,3,4,2,Not Placed,72.8
83,10,Yes,0,1,2,Not Placed,91.3
97,5,Yes,5,10,5,Not Placed,65.7
104,1,No,7,2,4,Not Placed,69.2
99,9,Yes,5,3,4,Not Placed,95.5
118,5,Yes,2,6,1,Not Placed,91.8
70,6,Yes,7,2,5,Not Placed,83.3
102,9,Yes,9,2,2,Not Placed,63.3
72,2,Yes,8,6,3,Not Placed,55.9
111,3,Yes,0,4,0,Not Placed,50.8
98,7,Yes,10,5,1,Not Placed,55.4
106,3,Yes,10,8,5,Not Placed,64.6
87,2,Yes,5,3,2,Not Placed,77.6
119,7,No,9,5,5,Not Placed,53.2
115,8,No,7,1,1,Not Placed,56.8
108,9,No,1,10,1,Not Placed,59.1
98,2,No,3,4,5,Not Placed,81.6
108,2,No,0,5,5,Not Placed,80.8
89,7,Yes,3,4,0,Not Placed,77.5
112,4,No,1,9,4,Placed,62.5
124,5,No,2,8,4,Placed,68.6
116,1,Yes,3,2,5,Not Placed,54.8
89,6,No,2,9,0,Not Placed,61.3
105,10,No,5,2,5,Not Placed,94.9
80,8,No,6,6,1,Not Placed,99
108,1,No,10,2,2,Not Placed,82.4
106,2,Yes,6,6,4,Not Placed,95.8
71,7,Yes,0,6,3,Not Placed,82.1
82,2,Yes,4,7,5,Not Placed,51.7
95,9,Yes,2,10,5,Placed,99.8
95,6,No,0,5,2,Not Placed,54.9
81,5,Yes,0,3,1,Not Placed,84.1
105,7,No,1,2,3,Not Placed,62.6
103,10,Yes,9,4,2,Not Placed,69.6
97,8,Yes,7,1,0,Not Placed,82.3
88,9,No,3,2,3,Not Placed,71.8
115,6,No,9,8,5,Placed,62.5
124,5,No,2,5,1,Not Placed,66.7
92,7,No,7,5,5,Not Placed,67.1
90,2,Yes,1,3,3,Not Placed,98
107,8,No,8,1,0,Not Placed,89.9
94,4,No,3,6,4,Not Placed,72.9
97,1,Yes,10,1,4,Not Placed,60
111,3,Yes,8,4,5,Placed,90.6
71,9,No,0,4,4,Not Placed,57.9
119,4,Yes,4,3,0,Not Placed,60.5
101,10,No,9,4,5,Not Placed,68.3
93,10,No,6,6,2,Not Placed,94
98,3,Yes,10,6,0,Not Placed,56.6
99,4,Yes,3,6,3,Not Placed,56.1
74,3,No,4,6,2,Not Placed,74.7
122,3,No,10,4,4,Not Placed,63.8
100,2,Yes,8,7,5,Not Placed,78.4
106,6,No,5,7,0,Not Placed,72.6
114,10,No,5,2,1,Not Placed,71.7
84,6,Yes,1,6,4,Not Placed,55.6
107,10,No,0,5,1,Not Placed,57.1
95,4,No,3,10,5,Placed,91.1
112,8,Yes,9,1,2,Placed,94.3
68,6,No,2,3,4,Not Placed,61.7
98,8,No,10,9,5,Not Placed,55.7
90,6,Yes,6,9,0,Not Placed,52.7
106,9,Yes,6,10,1,Not Placed,80.4
107,3,No,5,9,0,Not Placed,85.8
89,3,Yes,4,10,4,Not Placed,68.6
89,2,No,2,5,0,Not Placed,84
98,10,No,3,6,4,Not Placed,85.6
86,6,No,4,9,3,Placed,96.8
112,7,No,3,4,0,Not Placed,53.2
94,7,Yes,2,4,3,Not Placed,59.6
56,5,No,1,9,1,Not Placed,53.4
94,6,No,4,7,5,Not Placed,93.4
84,7,No,1,6,0,Not Placed,89.6
75,2,No,1,10,0,Not Placed,78.7
81,10,No,1,6,1,Not Placed,54.2
101,7,Yes,1,5,0,Not Placed,63.7
119,1,No,7,4,4,Not Placed,64.9
104,6,Yes,6,3,3,Not Placed,78
90,8,Yes,8,7,2,Not Placed,62.9
106,1,Yes,2,5,4,Not Placed,53.6
93,1,Yes,0,2,2,Not Placed,86.5
89,6,No,5,3,1,Not Placed,65
82,5,Yes,8,5,1,Not Placed,72.6
73,3,No,0,9,0,Not Placed,56.4
94,10,No,0,6,4,Not Placed,90.1
102,10,No,3,2,5,Not Placed,78.3
98,7,No,9,8,2,Placed,95.1
93,7,No,0,6,3,Not Placed,74.8
85,7,No,8,6,5,Not Placed,97.1
109,6,No,5,8,4,Placed,94.6
80,4,Yes,4,7,5,Not Placed,78.8
111,9,No,10,5,1,Not Placed,96.7
84,9,No,4,9,4,Not Placed,66.2
88,7,No,10,1,3,Not Placed,68.3
77,7,Yes,10,4,4,Not Placed,52.3
92,8,No,10,10,0,Not Placed,79.5
114,5,Yes,1,9,5,Placed,86.1
107,9,No,2,2,3,Not Placed,88.7
114,6,No,6,3,2,Not Placed,57.5
107,7,Yes,3,3,1,Not Placed,72.2
83,7,No,5,6,4,Not Placed,58.8
95,9,Yes,7,3,3,Not Placed,83.1
88,7,No,0,3,0,Not Placed,57.9
119,3,No,10,5,0,Not Placed,95.2
82,6,Yes,5,3,2,Not Placed,61.5
113,6,No,0,5,1,Not Placed,64.6
113,7,Yes,7,3,0,Not Placed,92.5
127,6,Yes,3,2,1,Not Placed,72.9
93,4,No,4,8,3,Not Placed,51.2
110,6,Yes,9,3,4,Not Placed,74.7
134,3,No,1,6,2,Not Placed,54.2
90,1,No,2,2,0,Not Placed,99.3
76,1,Yes,6,1,4,Not Placed,79.4
71,5,No,6,8,0,Not Placed,62.8
110,8,No,10,3,2,Not Placed,78.2
71,3,No,7,2,0,Not Placed,53.8
94,2,No,2,2,2,Not Placed,90
